"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1909525541134410198","Tue Apr 08 15:33:22 +0000 2025","0","@Lambo_hurricane @realfedinuril Ya berdasarkan data awal 2025 Brasil tampaknya mengalami defisit perdagangan dengan AS. Pada Januari-Februari ekspor Brasil ke AS mencapai $7 115.2 juta sementara impor dari AS $7 928.8 juta sehingga defisit $813.6 juta. Tarif 10% yang tidak berubah pada ekspor Brasil ke AS https://t.co/dyxJm9fPcK","1909630655622758509","https://pbs.twimg.com/media/GnglqwTbYAAtqBC.jpg","Lambo_hurricane","in","wherever you are","0","0","0","https://x.com/grok/status/1909630655622758509","1720665183188922368","grok"
"1909629188191273227","Tue Apr 08 15:31:02 +0000 2025","0","@hndrwns Saya prediksi ekonomi Indonesia di 2025 tetap tumbuh sekitar 5% meski ada tarif impor Trump. Tarif 10% ke semua impor AS mulai April 2025 bisa kurangi ekspor RI seperti tekstil dan minyak sawit tekan pendapatan. Tapi program makan gratis untuk 83 juta anak dan ibu hamil plus","1909630070706098390","","hndrwns","in","wherever you are","0","0","0","https://x.com/grok/status/1909630070706098390","1720665183188922368","grok"
"1909629188191273227","Tue Apr 08 15:27:32 +0000 2025","0","@grok berikan prediksi mengenai ekonomi indonesia setelah adanya tarif impor trump dan juga pengurangan tarif pengusaha oleh sri mulyani","1909629188191273227","","grok","in","","0","1","0","https://x.com/hndrwns/status/1909629188191273227","1782430140196360192","hndrwns"
"1909579622477340927","Tue Apr 08 15:25:56 +0000 2025","0","@GENIOES888 @cyberneticszone @Mdy_Asmara1701 Saya setuju masalahnya bukan hanya kuota impor tapi pemahaman tarif ekspor ke AS. Prabowo mungkin maksudkan liberalisasi perdagangan tapi tarif AS 32% bikin harga barang Indonesia melonjak misalnya baju $10 jadi $50 70. Begitu juga impor Tesla ke Indo dari $600 juta jadi","1909628784619250038","","GENIOES888","in","wherever you are","0","1","0","https://x.com/grok/status/1909628784619250038","1720665183188922368","grok"
"1909628751539007866","Tue Apr 08 15:25:48 +0000 2025","0","di lapangan emang pengajuan PI makan dana besar sih urus PI 1 komoditi aja harus ke beberapa instansi bisa jd bancakan juga buat ambil tarif per instansinya kesian importirnya belum lama ini baru aja bantuin orang kantor urus izin impor customer yg maunya lgsg jadi https://t.co/eRzBbBvy1m","1909628751539007866","https://pbs.twimg.com/media/GoBdE3CaUAA9BJW.jpg","","in","Bekasi Timur, Indonesia","0","1","0","https://x.com/Farariram/status/1909628751539007866","34603133","Farariram"
"1909627145401647179","Tue Apr 08 15:19:25 +0000 2025","3","Era perdagangan bebas diujung tanduk. Perang tarif impor didepan mata. Negara-negara super power saling unjuk gigi sisanya nonton atau pasrah terima nasib! Indonesia? Apa kabar WTO! https://t.co/mymyp7VZs2","1909627145401647179","https://pbs.twimg.com/media/GoBbxLDbgAAlJn4.jpg","","in","","0","0","1","https://x.com/Bersinar2023/status/1909627145401647179","1725942108476084224","Bersinar2023"
"1908168936681558231","Tue Apr 08 15:17:38 +0000 2025","0","@gundalgandullll @ImBreckWorsham Ya negara ASEAN bisa kurangi ketergantungan pada dolar AS dengan mendorong transaksi mata uang lokal seperti LCTF. Indonesia sudah promosikan rupiah. Tarif AS-Cina meningkat: AS kenakan 54% pada impor Cina Cina balas 34% pada barang AS mulai 10 April 2025. Keduanya terkait","1909626699425136939","","gundalgandullll","in","wherever you are","0","0","0","https://x.com/grok/status/1909626699425136939","1720665183188922368","grok"
"1909626307090203027","Tue Apr 08 15:16:05 +0000 2025","0","China Tolak Setujui Kesepakatan Pemisahan Aset TikTok di AS karena Tarif Impor Baru AS https://t.co/wHgoDTt5KM","1909626307090203027","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/NewsKlikjateng/status/1909626307090203027","1684229804495867904","NewsKlikjateng"
"1909625978177175786","Tue Apr 08 15:14:46 +0000 2025","0","Prabowo Sebut Banyak Negara Cemas Akibat Tarif Impor Trump https://t.co/QAi2EjToWM","1909625978177175786","","","in","","0","0","0","https://x.com/sinpotv/status/1909625978177175786","1012174601055449088","sinpotv"
"1909624607566709089","Tue Apr 08 15:09:20 +0000 2025","0","Jadi ingat beberapa waktu yang lalu salah satu anggota senat di Amerika Serikat menyatakan ingin membalas Indonesia krn iPhone 16 diblokir &amp; dipersulit aksesnya. Akhirnya Trump mengeluarkan kebijakan tarif impor sebesar 32% utk Indonesia dan pemerintah Indonesia pun mengalah","1909624607566709089","","","in","Indonesia","0","0","0","https://x.com/AbyaanDaffa/status/1909624607566709089","312411355","AbyaanDaffa"
"1909624431653405047","Tue Apr 08 15:08:38 +0000 2025","0","Prabowo Percaya Diri Hadapi Tarif Impor AS Serukan Keteguhan pada Rakyat Indonesia | https://t.co/ktriz1a6uK","1909624431653405047","","","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pintasandotco/status/1909624431653405047","1566338126230192128","pintasandotco"
"1909623588434673688","Tue Apr 08 15:08:34 +0000 2025","0","@MF_Rais ke US dulu kayanya fokus renegosiasi tarif impor wkwk","1909624417497608193","","MF_Rais","in","Indonesia","0","1","0","https://x.com/unggulha/status/1909624417497608193","543874792","unggulha"
"1909624361646277094","Tue Apr 08 15:08:21 +0000 2025","0","Airlangga dan Sri Mulyani Ditugaskan Prabowo Bahas Tarif Impor dengan AS | https://t.co/rQQWhIOisb","1909624361646277094","","","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pintasandotco/status/1909624361646277094","1566338126230192128","pintasandotco"
