"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1895483650323735030","Fri Feb 28 21:53:51 +0000 2025","0","@DitjenPajakRI Wkwkwk sekelas coretax dengan anggaran gede aja sampah. Malu","1895593280748019826","","DitjenPajakRI","in","Cibinong, Indonesia","0","0","0","https://x.com/ju5t4r4n0mguy5/status/1895593280748019826","800342616357281792","ju5t4r4n0mguy5"
"1895592910038712472","Fri Feb 28 21:52:22 +0000 2025","0","dih malah nyuruh ngoding emang monyed coretax","1895592910038712472","","","in","","0","0","0","https://x.com/bluebierry/status/1895592910038712472","1131606059250999296","bluebierry"
"1895445157425614907","Fri Feb 28 21:42:01 +0000 2025","0","@Iyaaaa_iniaku @Kidung_Kumara @tanyakanrl Coba diajak bantu isi coretax bareng ibuknya mungkin kata2 pertamanya muncul dari mengisi coretax","1895590305472397455","","Iyaaaa_iniaku","in","Ngadirojo, Indonesia","0","1","0","https://x.com/dariguruhonorer/status/1895590305472397455","563795565","dariguruhonorer"
"1895590079105737207","Fri Feb 28 21:41:07 +0000 2025","0","Dari kmren blm relate sama keburukan coretax sampe kmren ngerasain sendiri:))","1895590079105737207","","","in","","0","0","0","https://x.com/ovteverytimes/status/1895590079105737207","1212251168929271808","ovteverytimes"
"1895589569061667146","Fri Feb 28 21:39:06 +0000 2025","2","Ini parah bgt si. Tadi baca email dari konsultan ada eror waktu upload xml ke coretax gara2 si coretax ganti logic. Never ending bayar change request ini kayanya kantor gw . Bener2 kampret","1895589569061667146","","","in","","0","0","0","https://x.com/ZairinaSaid/status/1895589569061667146","2949612632","ZairinaSaid"
"1895588898853831040","Fri Feb 28 21:37:19 +0000 2025","0","Itu anggaran coretax bukannya sampe triliunan yah? Begini bgt kualitasnya. Gilaaaa","1895589120254288216","","kenkenapaken","in","","0","0","0","https://x.com/kenkenapaken/status/1895589120254288216","86886280","kenkenapaken"
"1895305388746252323","Fri Feb 28 21:34:13 +0000 2025","0","@ossydyann prei coretax wae gelem ngene ragelem yo dieyel nganti gelem","1895588340675833987","","ossydyann","in","Surakarta, Jawa Tengah","0","1","0","https://x.com/jagasemangat/status/1895588340675833987","244383140","jagasemangat"
"1895588014245757173","Fri Feb 28 21:32:55 +0000 2025","0","Jam jam aman buat coretax tapi mager bgt ya Allah","1895588014245757173","","","in","Japan","0","0","0","https://x.com/mrsjopil/status/1895588014245757173","1012382154074963968","mrsjopil"
"1895483650323735030","Fri Feb 28 21:32:18 +0000 2025","3","@DitjenPajakRI Mohon bantuannya min banyak karyawan yang mau registrasi coretax tapi masih terkendala kode verifikasi email minta kode jam 2 baru terkirim jam 4 lalu kode tersebut dicoba untuk verify tapi gagal terimakasih semoga coretax lekas membaik","1895587857622057326","","DitjenPajakRI","in","","0","5","0","https://x.com/andbxjzla/status/1895587857622057326","1339061420164411394","andbxjzla"
"1895465343000490113","Fri Feb 28 21:22:44 +0000 2025","0","@ardiwilda @nuicemedia yang gw heran sih kenapa user sampe butuh edit2 file xml sejak pertama Dari penjelasannya sih keliatan cuma kurang tag tutup aja di filenya. Jadi harusnya ngga susah yak beresinnya entah gimana process flow development nya coretax ini. dan masih pake xml? ","1895585450498408800","","ardiwilda","in","Indonesia","0","0","0","https://x.com/ardityawahyu/status/1895585450498408800","65293617","ardityawahyu"
"1895472806995083623","Fri Feb 28 21:09:18 +0000 2025","0","@ardisatriawan WKWKW cooo ini tim dev coretax gimane si sekalian ae client bikin komponen sendiri","1895582071722295728","","ardisatriawan","in","","0","0","0","https://x.com/kartenz_/status/1895582071722295728","3248633762","kartenz_"
"1895472806995083623","Fri Feb 28 21:02:24 +0000 2025","0","@ardisatriawan User di suruh ngoding gila coretax","1895580334349304304","","ardisatriawan","in","Bali, Indonesia","0","0","0","https://x.com/weewow89/status/1895580334349304304","1760677685049901056","weewow89"
"1895061416333451499","Fri Feb 28 20:59:49 +0000 2025","0","@kring_pajak Terakhir kali nyoba buat cek gimana cara pembetulan di coretax periodenya gak muncul opsi. No option gitu. Makanya gimana cara munculinnya ...","1895579685729550594","","kring_pajak","in","","0","1","0","https://x.com/ushiomoonie/status/1895579685729550594","1782391848306384896","ushiomoonie"
"1895577026985386325","Fri Feb 28 20:49:16 +0000 2025","0","Ditjen Pajak Hapus Sanksi Administratif Terkait Implementasi Coretax https://t.co/lvKsNwZZLe","1895577026985386325","","","in","Jakarta","0","0","0","https://x.com/Kilas_berita_/status/1895577026985386325","2544978158","Kilas_berita_"
"1895472806995083623","Fri Feb 28 20:37:48 +0000 2025","0","@ardisatriawan Lagi lagi akibat coretax","1895574145301430636","","ardisatriawan","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/coretax404/status/1895574145301430636","1889306891144278016","coretax404"
"1895571073682587955","Fri Feb 28 20:25:36 +0000 2025","0","Indonesia saat ini: 1. Lagi lomba korupsi paling besar 2. Keraguan publik atas dinantara 3. Saham indo jd underweighted 4. Sistem perpajak coretax kacau 5. Semua mau #KaburAjaDulu","1895571073682587955","","","in","","0","0","1","https://x.com/taxfans1/status/1895571073682587955","1541666709802987520","taxfans1"
"1895570501336252480","Fri Feb 28 20:23:20 +0000 2025","0","Hi #KawanPajak there is a waiver of administrative sanctions for late payment and/or tax reporting regarding the implementation of Coretax DJP. Check out the following infographic for more information.","1895570503609565276","","pajakmanna","en","Jl. Pangeran Duayu No.31 Manna","0","0","0","https://x.com/pajakmanna/status/1895570503609565276","3437837953","pajakmanna"
"1895570501336252480","Fri Feb 28 20:23:20 +0000 2025","0","Hai #KawanPajak tersedia penghapusan sanksi administratif atas keterlambatan pembayaran dan/atau pelaporan pajak sehubungan dengan implementasi Coretax DJP. Simak infografis berikut ini untuk informasi lebih lanjut. --- https://t.co/7lcgLnf9AR","1895570501336252480","https://pbs.twimg.com/media/Gk3EeBaWsAA2fP5.jpg","","in","Jl. Pangeran Duayu No.31 Manna","0","1","0","https://x.com/pajakmanna/status/1895570501336252480","3437837953","pajakmanna"
"1895465343000490113","Fri Feb 28 20:20:04 +0000 2025","51","@nuicemedia Bisa ditulis sebagai pengalaman kerja nggak sih? Memiliki pengalaman coding situs coretax ","1895569682708775255","","nuicemedia","in","Indonesia","0","2","0","https://x.com/devonscreenagee/status/1895569682708775255","27322563","devonscreenagee"
